suburb,breed,type,colour,registered,age,animal_nam
 HERNE HILL ,Domestic Short Haired,Cat,Ginger/White,T,2,Angus
 HAMLYN HEIGHTS ,Jack Russell/Terrier,Dog,Tan/White,T,10,Molly
 ST ALBANS PARK ,Border Collie,Dog,Black/White,T,13,Maggie
 ST ALBANS PARK ,Kelpie/Cross,Dog,Red,F,6,Turbo
 LEOPOLD ,Staffordshire,Dog,Blue,F,2,Bronson
 HAMLYN HEIGHTS ,English Staffordshire,Dog,Brindle/White,F,6,ELLA
 HAMLYN HEIGHTS ,Ridgeback/Cross,Dog,Brown/Black,F,4,Raff
 DRYSDALE ,Beagle,Dog,Tri Colour,T,1,Cookie
 BELL POST HILL ,Golden Retriever,Dog,Golden,T,10,Charlotte
 BELL POST HILL ,Kelpie,Dog,Chocolate,T,7,Jackson
 BELL POST HILL ,Labrador/Kelpie,Dog,Black,F,2,Bella
 OCEAN GROVE ,Oriental,Cat,Blue,T,,Little Cat
 OCEAN GROVE ,Toy/Poodle,Dog,Black/Ginger,T,7,Marley
 HAMLYN HEIGHTS ,Retriever,Dog,Golden,T,,Cooper
 OCEAN GROVE ,Jack Russell/Cross,Dog,Tri Colour,T,5,Max
 ST LEONARDS ,Golden Retriever,Dog,Golden,T,6,Harley
 ST ALBANS PARK ,Chihuahua/Cross,Dog,Tri Colour,T,11,Lucy
 ST ALBANS PARK ,Fox Terrier/Chihuahua,Dog,Tri Colour,T,0,Roy
 OCEAN GROVE ,Labrador/Dalmatian,Dog,White/Black,F,4,Snoopy
 LEOPOLD ,Staffordshire,Dog,Red,F,,Boston
 OCEAN GROVE ,Whippet,Dog,Fawn/White,T,12,Eddie
 WALLINGTON ,Labrador,Dog,Black,T,3,Harry
 BELL POST HILL ,Maltese/Shih Tzu,Dog,Black/White,T,9,Nala
 BELL POST HILL ,Jack Russell,Dog,Tri Colour,F,2,Molly
 MARCUS HILL ,Jack Russell/Terrier,Dog,Tan/White,T,4,Bic
 OCEAN GROVE ,Poodle,Dog,Cream,T,9,BEAU
 NEWCOMB ,Pomeranian,Dog,Brown,T,14,Max
 BELL POST HILL ,Pomeranian,Dog,Orange,T,31,
 HAMLYN HEIGHTS ,Heeler,Dog,Blue,T,5,Bucky
 HAMLYN HEIGHTS ,Pomeranian Cross,Dog,Tan,F,3,Boo
 WHITTINGTON ,Domestic,Cat,Grey,T,12,Abby
 HAMLYN HEIGHTS ,Labradoodle,Dog,Chocolate,T,2,Reuben Riffel
 WHITTINGTON ,Domestic,Cat,Black/White,T,10,Winnie
 ST ALBANS PARK ,Domestic,Cat,Grey,F,4,Ashy Cat
 CLIFTON SPRINGS ,Maltese,Dog,White,F,10,Jack
 OCEAN GROVE ,Maltese/Shih Tzu,Dog,White/Cream,T,5,Sami
 OCEAN GROVE ,Weimaraner,Dog,Grey,F,5,Beau
 LEOPOLD ,Jack Russell,Dog,Tri Colour,T,12,Holly
 ST ALBANS PARK ,Maine Coon,Cat,Brown/Tabby,T,7,Lilly
 WHITTINGTON ,Jack Russell/Terrier,Dog,Fawn,T,8,Max
 OCEAN GROVE ,Heeler/Cross,Dog,Brown,T,13,Fushia
 ST ALBANS PARK ,Staffordshire,Dog,Brindle,T,,Milly
 ST ALBANS PARK ,Staffordshire,Dog,Black,T,,Shari
 OCEAN GROVE ,Shepherd,Dog,White,T,1,Winter
 WHITTINGTON ,Ragdoll,Cat,Seal Point,T,3,Aslan
 OCEAN GROVE ,Groodle,Dog,Black,T,5,Abbey
 PORTARLINGTON ,Labrador,Dog,Black,T,10,Jessie
 CLIFTON SPRINGS ,Whippet/Cross,Dog,Cream,T,,Rina
 LEOPOLD ,Staffordshire,Dog,Tan/White,T,1,Juicey
 HAMLYN HEIGHTS ,Toy/Poodle,Dog,Black,T,5,Saphira
 BELL POST HILL ,Cavalier KC Spaniel,Dog,Blenheim/White,T,3,Zoe
 OCEAN GROVE ,Cavalier KC Spaniel,Dog,Tri Colour,T,4,Mr Magoo
 BELL POST HILL ,Staffordshire,Dog,Brindle/Black,F,5,Charlie
 HERNE HILL ,Jack Russell/Cross,Dog,Tri Colour,T,3,Buddy
 NEWCOMB ,Golden Retriever,Dog,Golden,T,3,Sadie
 OCEAN GROVE ,Maltese Cross,Dog,White/Black,T,13,Murray
 BELL POST HILL ,Staffordshire,Dog,Brindle,T,2,Heidi
 BELL POST HILL ,Spoodle,Dog,Apricot,T,3,Ruby
 OCEAN GROVE ,Poodle/Cross,Dog,Black/Grey,T,14,Teddy
 BELL POST HILL ,Golden Retriever,Dog,Golden,T,2,Tilly
 LEOPOLD ,Labrador,Dog,Black,T,3,Lotus
 OCEAN GROVE ,Cavalier KC Spaniel,Dog,Apricot,T,2,Snuffy
 BELL POST HILL ,Cockerspaniel,Dog,Golden,T,7,Ode
 BELL POST HILL ,English Staffordshire Cross,Dog,Tri Colour,F,1,Dexter
 CLIFTON SPRINGS ,American Staffordshire,Dog,Seal Point/White,T,3,Dre
 HAMLYN HEIGHTS ,Kelpie,Dog,Brown,T,11,Bonnie
 HAMLYN HEIGHTS ,Beagle/Labrador,Dog,Black/Tan,F,7,Ruby
 HAMLYN HEIGHTS ,Jack Russell/Cross Breed Dog,Dog,Black/Tan,T,6,Stanley
 HAMLYN HEIGHTS ,Cockerspaniel,Dog,Golden,T,10,Lady
 BELL POST HILL ,Exotic,Cat,Merle,T,9,Tonks
 BELL POST HILL ,Fox Terrier/Cross,Dog,Black/White,T,5,Murray
 BELL POST HILL ,Labrador,Dog,White,T,8,Loki
 BELL POST HILL ,Staffordshire/Bull Terrier,Dog,Black/Brindle,T,0,Rocky
 PORTARLINGTON ,Maltese Cross,Dog,White,T,7,Marty
 HAMLYN HEIGHTS ,Scottish Fold,Cat,Black,T,10,Shyam
 BELL POST HILL ,Kelpie,Dog,Brown/Tan,T,2,Anuna
 BELL POST HILL ,Bull Arab,Dog,Brindle/White,T,4,Freckles
 DRYSDALE ,Staffordshire,Dog,Red/White,T,3,Reggie
 BELL POST HILL ,Labrador,Dog,Black,F,11,Rajah
 BELL POST HILL ,Bull Arab Cross,Dog,White/Brown,F,5,Gaga
 BELL POST HILL ,Maltese Cross,Dog,Apricot/White,F,13,Skye
 BELL POST HILL ,British/Short Haired,Cat,Chocolate,F,11,Lilo
 BELL POST HILL ,Rottweller/Cross,Dog,Black/Tri Colour,T,2,Gus
 BELL POST HILL ,Siberian Husky,Dog,White/Caramel,T,3,Pheonix
 HAMLYN HEIGHTS ,English Staffordshire,Dog,Tri Colour,T,3,Jaxon
 BELL POST HILL ,Staffordshire,Dog,Brindle/White,F,5,Rex
 BELL POST HILL ,Labrador,Dog,Chocolate,T,2,Archie
 BELL POST HILL ,Staffordshire,Dog,Blue,F,1,Diesel
 HERNE HILL ,Beagle,Dog,Tri Colour,T,9,Flek
 HAMLYN HEIGHTS ,Dingo/Labrador,Dog,Red/Cream,F,4,Lou Lou
 HAMLYN HEIGHTS ,Pomeranian/Maltese,Dog,Apricot/Fawn,T,3,Charlie
 HAMLYN HEIGHTS ,Heeler/Cross,Dog,Tri Colour,T,0,Noddy
 HAMLYN HEIGHTS ,Domestic Long Haired,Cat,Black,F,14,Salem
 HAMLYN HEIGHTS ,Golden Retriever/Retriever,Dog,Golden,T,7,Ellie
 OCEAN GROVE ,Maltese/Shih Tzu,Dog,White,F,12,Millie
 OCEAN GROVE ,Australian Shepherd,Dog,Blue Merle,T,11,Molly
 LEOPOLD ,Domestic Short Haired,Cat,White/Tabby,T,3,Argo
 OCEAN GROVE ,Maltese/Shih Tzu,Dog,Grey,F,17,Bessie
 OCEAN GROVE ,Jack Russell,Dog,Tan/White,T,9,Percious
 LEOPOLD ,Labrador/Retriever,Dog,Golden,T,3,Archie
 CLIFTON SPRINGS ,Border Collie/Cross,Dog,Black,T,4,Hurley
 HERNE HILL ,Domestic Short Haired,Cat,Grey/ White,T,7,Boomba
 ST ALBANS PARK ,Jack Russell,Dog,White/Tan,T,13,Phoebe
 ST ALBANS PARK ,Pug/Cross,Dog,White,F,3,Ollie
 BELL POST HILL ,Mastiff/Cross,Dog,Tan,F,6,Boss
 OCEAN GROVE ,Maltese/Shih Tzu,Dog,White,T,16,Kirra
 MOOLAP ,Pomeranian /Corgi,Dog,Tan,T,15,Scamp
 OCEAN GROVE ,German Shepherd,Dog,Tan/Sable,T,8,Bear
 OCEAN GROVE ,Tonkinese,Cat,Multi Coloured,T,3,Sally
 BELL POST HILL ,Maltese/Shih Tzu,Dog,Black/Tan,F,7,Miffi
 BELL POST HILL ,Staffordshire/Cross,Dog,Black,T,3,Bonny
 BELL POST HILL ,West Highland Terrier,Dog,White,F,9,Toby
 HAMLYN HEIGHTS ,German S/H Pointer,Dog,Liver/White,T,1,Poppy
 BELL POST HILL ,Domestic,Cat,Grey/Apricot,T,2,Miss MoneyPenny
 HAMLYN HEIGHTS ,Greyhound,Dog,Black,T,4,Jobe
 HERNE HILL ,Domestic,Cat,Black/White,T,3,Shelby
 HERNE HILL ,Domestic,Cat,Tabby,T,3,Naira
 HAMLYN HEIGHTS ,German Shepherd,Dog,Tri Colour,T,6,Bella
 BELL POST HILL ,Domestic,Cat,Tortishell,F,,Roxy
 HAMLYN HEIGHTS ,Dogue De Bordeaux,Dog,Tan/White,T,0,Tiny
 BELL POST HILL ,Jack Russell,Dog,White/Black,T,5,Zoe
 BELL POST HILL ,Maltese/Shih Tzu,Dog,White/Fawn,T,12,Penny
 HAMLYN HEIGHTS ,Domestic,Cat,Ginger,T,12,Dee
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Tortishell,T,1,Daisy
 HAMLYN HEIGHTS ,Domestic,Cat,Black/Tortishell,T,1,Tinkerbell
 BELL POST HILL ,Jack Russell,Dog,White/Brown,T,6,Roxy
 BELL POST HILL ,Domestic,Cat,Grey/Black,T,6,Mookie
 BELL POST HILL ,American Staffordshire Cross,Dog,Black/White,T,0,Coby
 BELL POST HILL ,Chihuahua,Dog,Tan/Gold,F,7,Malamimi
 HAMLYN HEIGHTS ,Jack Russell,Dog,White/Brown,F,6,Leo
 BELL POST HILL ,Domestic,Cat,Black/White,T,9,Mia
 HAMLYN HEIGHTS ,Retriever/Labrador,Dog,Cream,T,0,Loui
 HAMLYN HEIGHTS ,Puglier,Dog,Sable,T,3,Chester
 HERNE HILL ,Domestic,Cat,Tabby,T,8,Maca
 HERNE HILL ,Domestic Short Haired,Cat,Tortishell,F,3,Lil Miss
 HAMLYN HEIGHTS ,Maltese/Shih Tzu,Dog,Tri Colour,T,7,Jinx
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Tortishell,T,16,Tina
 BELL POST HILL ,Pomeranian Cross,Dog,Tan,F,12,Oscar
 HAMLYN HEIGHTS ,Staffordshire/Heeler,Dog,Red/White,F,11,Buddy
 HAMLYN HEIGHTS ,Kelpie/Cross,Dog,Tan/White,T,2,Rosko
 HAMLYN HEIGHTS ,Boxer,Dog,Tan,T,5,Tyson
 HAMLYN HEIGHTS ,Domestic,Cat,Tabby,T,14,Tiger Lily
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,White,F,5,Fred
 HAMLYN HEIGHTS ,Domestic,Cat,Grey/ White,T,2,Donut
 BELL POST HILL ,Domestic Short Haired,Cat,Tortishell,T,2,Macy
 BELL POST HILL ,Domestic Short Haired,Cat,Brindle,T,5,Puss
 LARA ,Chihuahua,Cat,,F,10,Tess
 BELL POST HILL ,Domestic,Cat,Black,T,9,Speckles
 HAMLYN HEIGHTS ,Staffordshire,Dog,Blue,T,2,Gypsy
 HERNE HILL ,Boxer/Cross,Dog,Brindle,T,2,Sebastian
 BELL POST HILL ,Labrador,Dog,Golden,T,7,Steel
 HAMLYN HEIGHTS ,English Staffordshire,Dog,Brindle/White,F,3,Indy
 BELL POST HILL ,Chihuahua/Cross,Dog,Black/Tan,T,11,Elvis
 BELL POST HILL ,Chihuahua/Cross,Dog,Black/Tan,F,10,Jesse
 HAMLYN HEIGHTS ,Beagle,Dog,Tri Colour,T,11,Bailey
 BELL POST HILL ,Miniature/Fox Terrier,Dog,Tri Colour,F,15,Chad
 LOVELY BANKS ,Domestic Long Haired,Cat,Ginger,T,5,L.G.
 LARA ,Maltese Cross,Dog,Cream/Brown,F,11,Latte
 LOVELY BANKS ,Maremma Sheepdog,Dog,White/Cream,T,10,Lupo
 BELL POST HILL ,Poodle/Bichon Frise,Dog,Tan/Brown,T,2,Dougall
 BELL POST HILL ,Blue Heeler,Dog,Blue/Grey,T,4,Ziek
 ST ALBANS PARK ,Schnauzer/Cross,Dog,Black,T,4,Schnitzel
 ANAKIE ,Jack Russell/Cross,Dog,White/Tan,T,3,Bundy
 BELL POST HILL ,Maltese/Poodle,Dog,Black/White,T,4,Jessie
 LOVELY BANKS ,Poodle/Bichon Frise,Dog,White,T,6,Elmo
 LARA ,Jack Russell/Beagle,Dog,Brown/White,F,1,Kate
 BELL POST HILL ,Border Collie,Dog,White/Gold,F,3,Molly
 BELL POST HILL ,Husky,Dog,White/Brown,T,1,Lolah
 BELL POST HILL ,Maltese/Terrier,Dog,White,T,15,Max
 BELL POST HILL ,Border Collie,Dog,Blue Merle,T,2,Meena
 LOVELY BANKS ,Border Collie,Dog,Black/White,T,5,Toby
 LARA ,Border Collie,Dog,Black/White,T,3,Lucy
 LARA ,Domestic Short Haired,Cat,Tabby/White,T,3,Puddin
 LOVELY BANKS ,Domestic,Cat,Tabby/Grey,F,14,Tabby
 HAMLYN HEIGHTS ,Australian Terrier,Dog,Black/Tan,T,0,Millie
 BELL PARK ,Domestic,Cat,Tabby,F,4,Lauren
 BELL POST HILL ,Border Collie,Dog,Tri Colour,F,3,Cheyenne
 HAMLYN HEIGHTS ,Jack Russell,Dog,Tri Colour,T,8,Buck
 HAMLYN HEIGHTS ,Border Collie,Dog,Black/White,T,2,Cody
 HAMLYN HEIGHTS ,Australian Terrier,Dog,Red,T,9,Asher
 BELL POST HILL ,Boxer/Labrador,Dog,Black/White,F,1,Tilly
 BELL POST HILL ,Terrier/Cross,Dog,Black,T,6,Penny
 HERNE HILL ,Cavalier KC Spaniel/Poodle,Dog,Black/Tan,T,7,Ludo
 BELL POST HILL ,Mixed Breed Cat Long Haired,Cat,Black/White,T,11,Jasper
 LARA ,Labrador,Dog,Black,T,2,Duncan
 LARA ,Staffordshire,Dog,Blue,F,6,Kayla
 LOVELY BANKS ,Toy/Poodle,Dog,Black/White,F,9,Poochie
 BATESFORD ,Great Dane,Dog,Black/Grey,T,3,Caesar
 ANAKIE ,Cavalier KC Spaniel,Dog,Blenheim,T,5,Rowdy
 LOVELY BANKS ,Ragdoll,Cat,Black/White,T,4,Vinnie
 LOVELY BANKS ,Pug/Cavalier KC Spaniel,Dog,Brown,T,7,Pugly
 MOORABOOL ,Kelpie,Dog,Red,F,1,NUGGET
 BELL PARK ,Chihuahua/Long Haired,Dog,Black/White,T,1,Alvin
 BELL PARK ,Coolie,Dog,Black/White,F,12,Buster
 MOORABOOL ,Kelpie,Dog,Black/Tan,F,1,DROVER
 NORTH GEELONG ,Staffordshire,Dog,White/Black,T,4,Bella
 HAMLYN HEIGHTS ,Golden Retriever,Dog,Golden,F,9,Tyson
 BELL POST HILL ,Maltese/Australian Silky,Dog,Brown,T,6,Torres
 BELL POST HILL ,Maltese/Bichon Frise,Dog,White,T,7,Koko
 HAMLYN HEIGHTS ,Labrador,Dog,Golden,T,7,Ollie
 BELL POST HILL ,American Staffordshire,Dog,Red/White,F,3,Sammy
 BELL POST HILL ,Unknown - Details Req'd Pls.,Cat,Grey,T,3,Gizmo
 HAMLYN HEIGHTS ,Beagle,Dog,Tri Colour,F,6,Brandy
 WHITTINGTON ,Shih Tzu/Cross,Dog,White,T,11,Scruffy
 BELL POST HILL ,American Staffordshire,Dog,Fawn/White,F,5,Roxy
 LEOPOLD ,Jack Russell/Cross,Dog,White/Black,T,10,Lucy
 BELL POST HILL ,Ragdoll,Cat,Chocolate/Point,F,3,Pixie
 WHITTINGTON ,Jack Russell/Cross,Dog,Black,T,1,Freckles
 HAMLYN HEIGHTS ,Labrador,Dog,Brown,T,3,Nala
 BELL POST HILL ,Kelpie,Dog,Black,T,6,Buddy
 BELL POST HILL ,Beagle/Cross,Dog,Tan,F,1,Marley
 HAMLYN HEIGHTS ,Beagle/Cross,Dog,Brindle/White,T,5,Lucky
 BELL POST HILL ,Cavalier KC Spaniel,Dog,Black/Tan,F,7,Lola
 BELL POST HILL ,Labrador,Dog,Chocolate,T,4,Milo
 BELL POST HILL ,Schnauzer/Cross,Dog,Fawn/White,T,0,Dennis Denuto
 BELL POST HILL ,Toy/Cross Breed Dog,Dog,Tan,T,2,Charlie Bear
 BELL POST HILL ,Miniature/Fox Terrier,Dog,Tri Colour,T,8,Milly
 BELL POST HILL ,American Staffordshire,Dog,Fawn,F,2,Buster
 BELL POST HILL ,Russian Blue,Cat,Grey,T,6,Chappy
 HAMLYN HEIGHTS ,Labrador/Staffordshire,Dog,Black,T,3,Bella
 OCEAN GROVE ,Labrador Cross,Dog,Black,T,6,Jack
 OCEAN GROVE ,Jack Russell,Dog,White,T,11,Matey
 HERNE HILL ,French Bulldog,Dog,Brindle,T,2,Edward
 HAMLYN HEIGHTS ,Domestic,Cat,Tabby,T,2,Humphrey
 HAMLYN HEIGHTS ,Jack Russell,Dog,White/Tan,T,3,Timmy
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Tabby,T,13,Monty
 ST ALBANS PARK ,Burmese,Cat,Brown,T,9,Millie
 PORTARLINGTON ,Australian Bulldog,Dog,White/Tan,T,2,Bruce
 BELL POST HILL ,Pug/Shih Tzu,Dog,Cream/Fawn,T,7,Millie
 OCEAN GROVE ,Jack Russell,Dog,Tri Colour,T,7,Flip
 BELL POST HILL ,Domestic Short Haired,Cat,Black,T,7,Sammi
 BELL POST HILL ,Cavoodle,Dog,Black/White,T,7,Neo
 HAMLYN HEIGHTS ,Burmese Cross,Cat,Cream/Brown,T,11,Chanel
 ST ALBANS PARK ,Staffordshire/Terrier,Dog,Black/White,T,9,Jackson
 BELL POST HILL ,Domestic Short Haired,Cat,Ginger/Tabby,F,0,
 LEOPOLD ,Border Collie,Dog,Black/White,T,0,Kevin
 HERNE HILL ,Heeler,Dog,Blue/Red,F,4,Diseal/Dizz
 HAMLYN HEIGHTS ,Border Collie,Dog,White/Black,T,2,Tucker
 BELL POST HILL ,Domestic Short Haired,Cat,Black,T,1,Meeko
 BELL POST HILL ,Cavoodle,Dog,Black/Tan,T,2,Oscar
 HAMLYN HEIGHTS ,German S/H Pointer,Dog,Chocolate,T,0,Dexter
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Tabby/White,T,2,Chloe
 HERNE HILL ,Kelpie/Cross,Dog,Black/Tan,F,3,Autumn
 HAMLYN HEIGHTS ,Jack Russell,Dog,White/Tan,T,4,Raff
 HAMLYN HEIGHTS ,Border Collie,Dog,Black/White,T,9,Nessie
 HAMLYN HEIGHTS ,Domestic,Cat,White,T,6,Dotty
 HAMLYN HEIGHTS ,Mastiff/Cross,Dog,White/Black,T,8,Dotti
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Tri Colour,F,7,Rafi
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Tabby/Grey,T,2,Pixie
 BELL POST HILL ,Jack Russell/Fox Terrier,Dog,Tri Colour,T,6,Newnya
 HAMLYN HEIGHTS ,Bull Mastiff,Dog,Red/Black,F,2,Hunter
 BELL POST HILL ,Domestic Short Haired,Cat,Tabby,T,6,Pixie
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,White,T,5,Puss
 BELL POST HILL ,Tonkinese,Cat,Champagne,T,10,Emerald
 BATESFORD ,Terrier/Cross,Dog,Black/Tan,F,2,Freddy
 LOVELY BANKS ,Burmese,Cat,Lilac,T,4,Charlotte
 HAMLYN HEIGHTS ,Labrador,Dog,Black,T,8,Bess
 HAMLYN HEIGHTS ,Miniature/Fox Terrier,Dog,Tri Colour,T,,Jack 2
 HAMLYN HEIGHTS ,Jack Russell/Australian Terrier,Dog,Tri Colour,T,8,Jack
 HAMLYN HEIGHTS ,Staffordshire/Bull Terrier,Dog,Black/Blue,T,3,Zoe
 BELL POST HILL ,Rottweller/Cross,Dog,Black/Tan,T,2,Indy
 HAMLYN HEIGHTS ,Terrier,Dog,Sandy,T,18,Molly
 BELL POST HILL ,Scottish Fold,Cat,Tabby,T,3,Misha
 HAMLYN HEIGHTS ,Fox Terrier/Cross,Dog,Black/White,T,13,Shiloh
 LOVELY BANKS ,Samoyed,Dog,White,T,6,Mika
 HAMLYN HEIGHTS ,Beagle,Dog,Tri Colour,T,2,Buddy
 LARA ,Poodle/Cross,Dog,White,T,7,Luke
 LARA ,Dalmatian,Dog,White/Black,F,2,Charlie
 LOVELY BANKS ,Maremma Sheepdog,Dog,White/Cream,T,9,Bolto
 BELL POST HILL ,Beagle,Dog,Brown/White,T,6,Cassie
 BELL POST HILL ,Bengal,Cat,Tan/Black,F,4,Nala
 ANAKIE ,British,Cat,Grey/Blue,T,2,Rose
 LARA ,Miniature/Pintzer,Dog,Blue/Tan,T,4,Chanel
 LARA ,Miniature/Pintzer,Dog,Black/Tan,T,3,Raffy
 LARA ,Mastiff/Cross,Dog,Brindle,F,3,Tajh
 LOVELY BANKS ,Border Collie,Dog,Brown/White,F,2,Chewie
 BELL POST HILL ,Domestic Short Haired,Cat,Tortishell,T,3,Ariela
 BELL POST HILL ,Domestic,Cat,Tabby,T,1,Lulu
 HAMLYN HEIGHTS ,Jack Russell,Dog,Tan/White,T,3,Gus
 LARA ,Jack Russell,Dog,White/Brown,F,2,Ki
 LARA ,Domestic Short Haired,Cat,Ginger,T,14,Thomas
 LARA ,Domestic Short Haired,Cat,Black/Tortishell,T,3,Bastet
 STAUGHTON VALE ,Border Collie/Kelpie,Dog,Black/White,T,10,Skip
 LOVELY BANKS ,Domestic Short Haired,Cat,Tabby,F,1,Samantha
 LOVELY BANKS ,Australian Cattle Dog,Dog,Blue,T,1,Ollie
 LOVELY BANKS ,Wirehaired Terrier/Pointer,Dog,Liver/White,F,7,Zeus
 HAMLYN HEIGHTS ,Domestic,Cat,Grey/ White,T,9,Muffit
 HAMLYN HEIGHTS ,Border Collie,Dog,Black/White,T,4,Angus
 BELL POST HILL ,Jack Russell/Fox Terrier,Dog,White/Tan,F,8,Scooby
 HAMLYN HEIGHTS ,Jack Russell,Dog,Tan/White,T,9,Marcos
 HAMLYN HEIGHTS ,Labrador/Poodle,Dog,Black,T,3,Benson
 HAMLYN HEIGHTS ,Maltese/Shih Tzu,Dog,White/Brown,F,9,Amy
 BELL POST HILL ,Border Collie/Kelpie,Dog,Black/White,T,4,Jessie
 BELL POST HILL ,Kelpie/Cross,Dog,Black,F,9,Monni
 ANAKIE ,Weimaraner,Dog,Grey,T,7,Everweispark Murphy
 BELL PARK ,Jack Russell,Dog,Tan/White,T,7,Minnie
 LOVELY BANKS ,Husky,Dog,Black/White,T,8,Tye
 BELL PARK ,Belgian Melinois,Dog,Fawn,T,1,Dutch
 BELL PARK ,Papillion/Cross,Dog,Tri Colour,T,12,Karsha
 BELL POST HILL ,Staffordshire/Cross,Dog,Tan,F,4,Jessica
 BELL POST HILL ,Border Collie/Cross,Dog,Black,T,8,Monty Sparkle
 HAMLYN HEIGHTS ,Domestic,Cat,Grey/Tabby,T,2,Suggs
 BELL PARK ,Jack Russell,Dog,Tan/White,T,10,Jacko
 BELL PARK ,Chihuahua,Dog,Tan,F,8,Toto
 BELL PARK ,Domestic,Cat,Black/White,T,1,Miley
 HAMLYN HEIGHTS ,Domestic,Cat,Grey/Blue,F,3,Boof
 HAMLYN HEIGHTS ,Domestic,Cat,Grey/ White,F,5,Flick
 HAMLYN HEIGHTS ,Domestic,Cat,Tri Colour,T,1,Maeby
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,White/Black,F,2,Elliot
 BELL PARK ,Chihuahua,Dog,Tan,F,6,Gizmo
 LARA ,Maremma Sheepdog,Dog,Cream,T,2,Rex
 BATESFORD ,Dalmatian,Dog,Liver/White,T,1,Benji
 BELL POST HILL ,Collie/Kelpie,Dog,Black/White,T,12,Sox
 BELL POST HILL ,Staffordshire,Dog,Brindle,F,2,Rebel
 BELL POST HILL ,Blue Heeler,Dog,Blue/Black,T,0,Indie
 BELL PARK ,English Staffordshire,Dog,Black/White,T,2,Astrid
 OCEAN GROVE ,Labrador,Dog,Black,T,8,Coco
 HAMLYN HEIGHTS ,Birman,Cat,Seal Point,T,12,Grumpy
 HAMLYN HEIGHTS ,Labrador,Dog,Golden,T,10,Nahla
 BELL PARK ,Rottweiler,Dog,Tan,T,2,J.D.
 RIPPLESIDE ,Kelpie,Dog,Black/Tan,F,10,Kyle
 HAMLYN HEIGHTS ,Blue Heeler,Dog,Grey/Red,T,2,Marley
 BELL PARK ,Toy/Poodle,Dog,Black,F,3,Alfie
 HAMLYN HEIGHTS ,Labrador,Dog,Black,T,5,Holly
 BELL PARK ,English Staffordshire,Dog,Black/Brindle,F,1,Maci
 HAMLYN HEIGHTS ,Shar Pei,Dog,Tan,F,13,Boris
 BELL PARK ,Kelpie,Dog,Blue/White,T,12,Mitch
 BELL POST HILL ,Labrador,Dog,Black,T,3,Jax
 LOVELY BANKS ,Kelpie,Dog,Unknown,F,14,Gabby
 HAMLYN HEIGHTS ,Miniature/Fox Terrier,Dog,White/Tan,F,7,Trixie
 HAMLYN HEIGHTS ,Cockerspaniel,Dog,Black,T,2,Banjo
 BELL POST HILL ,Staffordshire/Bull Terrier,Dog,Black,T,2,Indie
 BELL PARK ,Fox Terrier/Jack Russell,Dog,White/Black,F,12,Pongo
 HAMLYN HEIGHTS ,Labrador,Dog,Black/White,F,8,Bella
 HAMLYN HEIGHTS ,Cockerspaniel,Dog,Golden,F,9,Polly
 HAMLYN HEIGHTS ,Maltese Cross,Dog,Black/White,T,12,Sam
 BELL PARK ,Cavalier KC Spaniel,Dog,Blenheim,T,2,Prince
 HAMLYN HEIGHTS ,Labrador,Dog,Brown,F,5,Nigel
 MOORABOOL ,Kelpie,Dog,Red/Tan,F,1,DUSTY
 HAMLYN HEIGHTS ,Domestic Long Haired,Cat,Figjam,T,10,Nellie
 ST ALBANS PARK ,German Shepherd/Kelpie,Dog,Black/Tan,T,3,Akira
 ST ALBANS PARK ,Beagle,Dog,Tri Colour,T,8,Jack
 BELL PARK ,Domestic Long Haired,Cat,Tortishell,T,6,Patch
 BELL PARK ,Bichon Frise,Dog,White,F,10,Shaggy
 BELL PARK ,Rottweiler,Dog,Black/Tan,T,1,HARPER
 LEOPOLD ,Labrador,Dog,Chocolate,T,0,Bonnie
 HAMLYN HEIGHTS ,Maltese/Poodle,Dog,White/Gold,F,1,Bambi
 LOVELY BANKS ,Labrador,Dog,Golden,F,5,Judd
 MOORABOOL ,Kelpie,Dog,Black/Tan,T,4,Gem
 LARA ,Fox Terrier/Cross,Dog,Tan/White,T,1,Chino
 BELL PARK ,Spoodle,Dog,Chocolate,F,1,Poppy
 BELL PARK ,Cavalier KC Spaniel,Dog,Ruby/White,F,3,Benji
 NORTH GEELONG ,Ragdoll,Cat,Tortishell,T,10,Luda
 HAMLYN HEIGHTS ,Domestic Long Haired,Cat,Black,T,2,Molly
 BELL PARK ,Fox Terrier/Cross,Dog,White/Black,T,5,Charlie
 BELL PARK ,Labrador,Dog,Chocolate,T,4,Franklin
 BATESFORD ,Kelpie,Dog,Black/Tan,F,8,Lad
 BELL POST HILL ,Labrador,Dog,Chocolate,T,,Kaiser
 LARA ,Golden Retriever,Dog,Golden,F,5,Preston
 HAMLYN HEIGHTS ,Maltese Cross,Dog,Tri Colour,F,4,DAISY
 BELL PARK ,Bengal,Cat,Red,F,3,Jett
